,0
20008,STARBUCKS
20009,COFFEE
20010,STARBUCKS
20011,COFFEE
20012,STARBUCKS
20013,COFFEE
20014,STARBUCKS
20015,COFFEE
20016,STARBUCKS
20017,COFFEE
20018,STARBUCKS
20019,COFFEE
20020,STARBUCKS
20021,COFFEE
20022,STARBUCKS
20023,COFFEE
20024,10939
20025,STARBUCKS
20026,COFFEE
20027,13397
20028,STARBUCKS
20029,COFFEE
20030,14412
20031,STARBUCKS
20032,COFFEE
20033,9234
20034,STARBUCKS
20035,COFFEE
20036,CO
20037,STARBUCKS
20038,COFFEE
20039,CO
20040,STARBUCKS
20041,COFFEE
20042,CO
20043,STARBUCKS
20044,COFFEE
20045,CO
20046,STARBUCKS
20047,COFFEE
20048,CO
20049,STARBUCKS
20050,COFFEE
20051,CO
20052,STARBUCKS
20053,COFFEE
20054,CO
20055,STARBUCKS
20056,COFFEE
20057,CO
20058,STARBUCKS
20059,COFFEE
20060,CO
20061,STARBUCKS
20062,COFFEE
20063,CO
20064,STARBUCKS
20065,COFFEE
20066,COMPANY
20067,STARBUCKS
20068,COFFEE
20069,COMPANY
20070,STARBUCKS
20071,COFFEE
20072,COMPANY
20073,STARBUCKS
20074,COFFEE
20075,COMPANY
20076,STARBUCKS
20077,COFFEE#14211
20078,STARBUCKS
20079,EVENING
20080,STARBUCKS
20081,S#13286
20082,STARBUCKS-17413
20083,STARBUCKS-17989
20084,STARBUCKS-STORE
20085,STARFISH
20086,SUSHI
20087,STARFISH
20088,SUSHI
20089,STATUS
20090,KUO
20091,STATUS
20092,KUO
20093,STATUS
20094,KUO
20095,STEFANOS
20096,STEINGARTEN
20097,STELLA
20098,BARRA
20099,PIZZERIA
20100,STEP
20101,UP
20102,ON
20103,SECOND.
20104,STEPANS
20105,CAFE
20106,TRIBECA
20107,WEST
20108,STEVE
20109,BOARDNERS
20110,STEVE
20111,S
20112,HYUN
20113,STEVENS
20114,DELI
20115,STEVIES
20116,CREOLE
20117,CAFE
20118,STICK
20119,HOUSE
20120,STICKY
20121,RICE
20122,STICKY
20123,RICE
20124,STIR
20125,CRAZY
20126,COFFEE
20127,HOUSE
20128,STIR
20129,MARKET
20130,STK/BAGATELLE
20131,STO.
20132,DOMINGO
20133,BAKERY
20134,STONE
20135,BAKERY
20136,RESTAURANT
20137,STONE
20138,GRILL
20139,BBQ
20140,STONE
20141,OVEN
20142,STORIES
20143,STORY
20144,STOUT
20145,STOVE
20146,OVEN
20147,STRAY
20148,CAT
20149,CAFE
20150,STREET
20151,LEVEL
20152,CAFE
20153,STUDIO
20154,CAFE
20155,RALEIGH
20156,STUDIOS
20157,STUDY
20158,HALL
20159,STUFFEM
20160,STUMPTOWN
20161,COFFEE
20162,CORP
20163,SU
20164,SANG
20165,HAN
20166,CAFE
20167,SU
20168,TIERRA
20169,MEXICAN
20170,RESTAURANT
20171,SUBMARINER
20172,SUBMERGE
20173,SANDWICH
20174,SUBWAY
20175,SUBWAY
20176,SUBWAY
20177,SUBWAY
20178,SUBWAY
20179,SUBWAY
20180,SUBWAY
20181,SUBWAY
20182,SUBWAY
20183,SUBWAY
20184,SUBWAY
20185,SUBWAY
20186,SUBWAY
20187,SUBWAY
20188,SUBWAY
20189,SUBWAY
20190,SUBWAY
20191,SUBWAY
20192,SUBWAY
20193,SUBWAY
20194,SUBWAY
20195,SUBWAY
20196,SUBWAY
20197,SUBWAY
20198,SUBWAY
20199,SUBWAY
20200,SUBWAY
20201,SUBWAY
20202,SUBWAY
20203,SUBWAY
20204,SUBWAY
20205,SUBWAY
20206,SUBWAY
20207,SUBWAY
20208,SUBWAY
20209,SUBWAY
20210,SUBWAY
20211,SUBWAY
20212,SUBWAY
20213,SUBWAY
20214,SUBWAY
20215,SUBWAY
20216,SUBWAY
20217,SUBWAY
20218,SUBWAY
20219,SUBWAY
20220,SUBWAY
20221,SUBWAY
20222,SUBWAY
20223,SUBWAY
20224,SUBWAY
20225,SUBWAY
20226,SUBWAY
20227,SUBWAY
20228,SUBWAY
20229,SUBWAY
20230,SUBWAY
20231,SUBWAY
20232,SUBWAY
20233,SUBWAY
20234,SUBWAY
20235,SUBWAY
20236,SUBWAY
20237,SUBWAY
20238,SUBWAY
20239,SUBWAY
20240,SUBWAY
20241,SUBWAY
20242,SUBWAY
20243,SUBWAY
20244,SUBWAY
20245,SUBWAY
20246,SUBWAY
20247,SUBWAY
20248,SUBWAY
20249,SUBWAY
20250,SUBWAY
20251,SUBWAY
20252,SUBWAY
20253,SUBWAY
20254,SUBWAY
20255,SUBWAY
20256,SUBWAY
20257,SUBWAY
20258,SUBWAY
20259,SUBWAY
20260,SUBWAY
20261,SUBWAY
20262,SUBWAY
20263,SUBWAY
20264,SUBWAY
20265,SUBWAY
20266,SUBWAY
20267,SUBWAY
20268,SUBWAY
20269,SUBWAY
20270,SUBWAY
20271,SUBWAY
20272,SUBWAY
20273,SUBWAY
20274,SUBWAY
20275,SUBWAY
20276,SUBWAY
20277,SUBWAY
20278,SUBWAY
20279,SUBWAY
20280,SUBWAY
20281,SUBWAY
20282,SUBWAY
20283,SUBWAY
20284,SUBWAY
20285,SUBWAY
20286,SUBWAY
20287,SUBWAY
20288,SUBWAY
20289,60937
20290,SUBWAY
20291,-
20292,46186
20293,SUBWAY
20294,-
20295,48845
20296,SUBWAY
20297,-52105
20298,SUBWAY
20299,16373
20300,SUBWAY
20301,2530
20302,SUBWAY
20303,46382
20304,SUBWAY
20305,46383
20306,SUBWAY
20307,SANDWICH
20308,SUBWAY
20309,SANDWICH
20310,SUBWAY
20311,SANDWICH
20312,SUBWAY
20313,SANDWICH
20314,SUBWAY
20315,SANDWICH
20316,SUBWAY
20317,SANDWICH
20318,SHOP
20319,SUBWAY
20320,SANDWICH
20321,SHOP
20322,SUBWAY
20323,SANDWICHES
20324,SUBWAY
20325,SANDWICHES
20326,SUBWAY
20327,SANDWICHES
20328,SUBWAY
20329,SANDWICHES
20330,SUBWAY
20331,SANDWICHES
20332,SUBWAY
20333,SANDWICHES
20334,SUBWAY
20335,SANDWICHES
20336,SUBWAY
20337,SANDWICHES
20338,SUBWAY
20339,SANDWICHES
20340,SUBWAY
20341,SANDWICHES
20342,SUBWAY
20343,SANDWICHES
20344,SUBWAY
20345,SANDWICHES
20346,SUBWAY
20347,SANDWICHES
20348,SUBWAY
20349,SANDWICHES
20350,SUBWAY
20351,SANDWICHES
20352,SUBWAY
20353,SANDWICHES
20354,SUBWAY
20355,SANDWICHES
20356,&
20357,SALADS
20358,SUBWAY
20359,SANDWICHES
20360,&
20361,SALADS
20362,SUBWAY
20363,SANDWICHES
20364,&
20365,SALADS
20366,SUBWAY
20367,SANDWICHES
20368,13941
20369,SUBWAY
20370,SANDWICHES
20371,AND
20372,SALADS
20373,SUBWAY
20374,SANDWICHES
20375,SALADS
20376,SUBWAY
20377,SANDWICHES
20378,SALADS
20379,SUBWAY
20380,SANWICHES
20381,SUBWAY-48844
20382,SUCRE
20383,ICE
20384,CREAM
20385,&
20386,BAKE
20387,SHOP
20388,SUEDE
20389,BAR
20390,AND
20391,LOUNGE
20392,SUEHIRO
20393,SUGAR
20394,DONUTS
20395,SUGAR
20396,FACTORY
20397,CONCESSION
20398,&
20399,CANDY
20400,STORE
20401,SUGAR
20402,JUICE
20403,SUGAR
20404,SOCIETY
20405,SUGARBIRD
20406,SUGARFISH
20407,SUGARFISH
20408,SUGARFISH
20409,SUGARFISH
20410,BY
20411,SUSHI
20412,NOZAWA
20413,SUL
20414,&
20415,BEANS
20416,SULTAN
20417,RESTAURANT
20418,SUMMER
20419,BUFFALO
20420,SUMMER
20421,BUFFALO
20422,SUN
20423,DONUT
20424,SUN
20425,HA
20426,JANG
20427,SUN
20428,HAI
20429,INN
20430,CHINESE
20431,SUN
20432,NONG
20433,DAN
20434,SUN
20435,NONG
20436,DAN
20437,SUN
20438,NONG
20439,DAN
20440,FOODS
20441,SUN
20442,NONG
20443,DAN
20444,FOODS
20445,SUN
20446,NONG
20447,DAN
20448,FOODS
20449,SUN
20450,NONG
20451,DAN
20452,FOODS
20453,SUNDANCE
20454,CONCESSIONS
20455,SUNDAY
20456,CAFE
20457,SUNFLOWER
20458,BAKING
20459,SUNLAKE
20460,BBQ
20461,DIMSUM
20462,SUNNIN
20463,BAKERY
20464,SUNNIN
20465,LEBANESE
20466,CAFE
20467,SUNNY
20468,GRILL
20469,SUNNYS
20470,DELI
20471,BAKERY
20472,SUNNYS
20473,SUSHI
20474,SUNNYS
20475,SUSHI
20476,SUNNYS
20477,SUSHI
20478,SUNSET
20479,BEER
20480,COMPANY
20481,SUNSET
20482,EXPRESS
20483,SUNSET
20484,GRILL
20485,SUNSET
20486,JUNCTION
20487,COFFEE
20488,SHOP
20489,SUNSET
20490,ROOM
20491,SUNSET
20492,ROOM
20493,(KITCHEN)
20494,SUNSET
20495,THAI
20496,SUNSET
20497,THAI
20498,CUISINE
20499,SUPER
20500,A
20501,FOODS
20502,BAKERY
20503,SUPER
20504,A
20505,FOODS
20506,DELI
20507,SUPER
20508,A
20509,FOODS-BAKERY
20510,SUPER
20511,ALBERT
20512,MEXICAN
20513,FOODS
20514,SUPER
20515,ALBERT
20516,MEXICAN
20517,FOODS
20518,SUPER
20519,ANTOJITOS
20520,MEXICANOS
20521,SUPER
20522,BIONICOS
20523,SUPER
20524,BIONICOS
20525,ICE
20526,CREAM
20527,SUPER
20528,DONUT
20529,SUPER
20530,DONUT
20531,SUPER
20532,DONUT
20533,HOUSE
20534,SUPER
20535,DONUT
20536,HOUSE
20537,SUPER
20538,DONUTS
20539,SUPER
20540,GALLITO
20541,SUPER
20542,GRILL
20543,SUPER
20544,KING
20545,MARKET-BAKERY
20546,SUPER
20547,PAN
20548,BAKERY
20549,SUPER
20550,PANDA
20551,CHINA
20552,BUFFET
20553,SUPER
20554,PHO
20555,&
20556,TERIYAKI
20557,SUPER
20558,POLLOS
20559,ROSTISADOS
20560,SUPER
20561,POLLOS
20562,ROSTIZADOS
20563,SUPER
20564,TACO
20565,EXPRESS
20566,SUPER
20567,TORTAS
20568,LUISITOS
20569,SUPERBA
20570,FOOD
20571,&
20572,BREAD
20573,SUPERIOR
20574,BAKERY
20575,SUPERIOR
20576,GROCERS
20577,(DELI)
20578,SUPERIOR
20579,GROCERS
20580,BAKERY
20581,SUPERIOR
20582,GROCERS
20583,DELI
20584,SUPERIOR
20585,GROCERS
20586,TORTIL
20587,SUPERIOR
20588,SUPER
20589,WAREHOUSE
20590,SUPERIOR
20591,SUPER
20592,WAREHOUSE
20593,SUPERIOR
20594,SUPER
20595,WAREHOUSE
20596,-
20597,BAKERY
20598,DEPARTMENT
20599,SUPERIOR
20600,SUPER
20601,WHSE
20602,BAKERY
20603,SUPERIOR
20604,SUPER
20605,WHSE
20606,TORTILLA
20607,SUPERIOR
20608,SUPERMARKET
20609,WAREHOUSE
20610,-
20611,TORTILLERIA
20612,DEPARTMENT
20613,SUPERIOR
20614,TORTILLERTA
20615,SUPERIOR
20616,WAREHOUSE
20617,BAKERY
20618,SUPERIOR
20619,WAREHOUSE
20620,TORTILLA
20621,SUPPERCLUB
20622,LOS
20623,ANGELES
20624,SURF
20625,CITY
20626,SQUEEZE
20627,SURPRISE
20628,PIZZA
20629,SUSAN
20630,FENIGERS
20631,STREET
20632,REST.
20633,SUSANAS
20634,RESTAURANT
20635,SUSHI
20636,&
20637,TERI
20638,SUSHI
20639,101
20640,SUSHI
20641,A
20642,GO
20643,GO
20644,SUSHI
20645,AJITO
20646,SUSHI
20647,AJITO
20648,SUSHI
20649,BAR
20650,DA-DA
20651,SUSHI
20652,BY
20653,H
20654,SUSHI
20655,CAT
20656,SUSHI
20657,CENTRAL
20658,SUSHI
20659,DAN
20660,SUSHI
20661,EYAKI
20662,SUSHI
20663,FUMI
20664,SUSHI
20665,GO
20666,55
20667,SUSHI
20668,HOSHI
20669,SUSHI
20670,HOUSE
20671,SUSHI
20672,IKE
20673,SUSHI
20674,IPPO
20675,SUSHI
20676,KO
20677,SUSHI
20678,KOO
20679,SUSHI
20680,KOO
20681,SUSHI
20682,MASU
20683,SUSHI
20684,MON
20685,SUSHI
20686,MOON
20687,SUSHI
20688,MOON
20689,SUSHI
20690,NABEEYA
20691,SUSHI
20692,OF
20693,GARI
20694,SUSHI
20695,ON
20696,LA
20697,CIENEGA
20698,SUSHI
20699,ONE
20700,SUSHI
20701,Q
20702,SUSHI
20703,Q.
20704,SUSHI
20705,ROKU
20706,SUSHI
20707,STOP
20708,SUSHI
20709,STOP
20710,SUSHI
20711,STOP
20712,SUSHI
20713,TIME
20714,SUSHI
20715,TSUJITA
20716,SUSHI
20717,WAKANA
20718,SUSHI
20719,YE
20720,SUSHI
20721,ZO
20722,SUSHI
20723,ZO
20724,SUSHI-GEN
20725,SUSHI-KURA
20726,SUSHIKO
20727,SUSIE
20728,CAKES
20729,SUSIE
20730,CAKES
20731,SUSINA
20732,BAKERY
20733,&
20734,CAFE
20735,SUZI
20736,CAFE
20737,SUZUKI
20738,YUKI
20739,SW
20740,GRILL
20741,SWADESH
20742,&
20743,RESTAURANT
20744,SWEET
20745,&
20746,TASTY
20747,BAKERY
20748,&
20749,PIZZA
20750,SWEET
20751,ES
20752,BAKESHOP
20753,SWEET
20754,GREEN
20755,SWEET
20756,GREEN
20757,SWEET
20758,LADY
20759,JANE
20760,BAKERY
20761,SWEET
20762,LUCY
20763,SWEET
20764,ROSE
20765,CREAMERY
20766,SWEET
20767,TOWN
20768,SWEET
20769,TOWN
20770,SWEETFIN
20771,POKE
20772,SWEETGREEN
20773,SWEETR
20774,CRUSH
20775,SWEETS
20776,FOR
20777,THE
20778,SOUL
20779,SWINGERS
20780,SWORK
20781,SYCAMORE
20782,TAVERN
20783,SYRUP
20784,DESSERT
20785,BAR
20786,T
20787,&
20788,Y
20789,BAKERY
20790,T
20791,WEST
20792,CAFE
20793,T-BOWL
20794,COFFEE
20795,SHOP
20796,&
20797,BAR
20798,T2
20799,TACOS
20800,T2
20801,TACOS
20802,T3
20803,BAR
20804,&
20805,GRILL
20806,T=FISH
20807,TA-EEM
20808,GRILL
20809,TA-EEM
20810,GRILL
20811,TA-REM
20812,GRILL
20813,TABACHINES
20814,COCINA
20815,TABULA
20816,RASA
20817,BAR
20818,TACO
20819,BELL
20820,TACO
20821,BELL
20822,TACO
20823,BELL
20824,TACO
20825,BELL
20826,TACO
20827,BELL
20828,TACO
20829,BELL
20830,TACO
20831,BELL
20832,TACO
20833,BELL
20834,TACO
20835,BELL
20836,TACO
20837,BELL
20838,TACO
20839,BELL
20840,TACO
20841,BELL
20842,TACO
20843,BELL
20844,TACO
20845,BELL
20846,TACO
20847,BELL
20848,TACO
20849,BELL
20850,TACO
20851,BELL
20852,TACO
20853,BELL
20854,TACO
20855,BELL
20856,TACO
20857,BELL
20858,TACO
20859,BELL
20860,TACO
20861,BELL
20862,TACO
20863,BELL
20864,TACO
20865,BELL
20866,TACO
20867,BELL
20868,TACO
20869,BELL
20870,TACO
20871,BELL
20872,28731
20873,TACO
20874,BELL/PIZZA
20875,HUT
20876,TACO
20877,BELL/PIZZA
20878,HUT
20879,EXPRESS
20880,TACO
20881,BRAVO
20882,TACO
20883,CHABELITA
20884,TACO
20885,EL
20886,JALISCIENSE
20887,TACO
20888,ENSENADA
20889,TACO
20890,FIESTA
20891,TACO
20892,FIX
20893,TACO
20894,HOUSE
20895,TACO
20896,HOUSE
20897,TACO
20898,HOUSE
20899,TACO
20900,INN
20901,TACO
20902,LIMON
20903,TACO
20904,LIMON
20905,TACO
20906,LOPEZ
20907,TACO
20908,LOVE
20909,TACO
20910,MUNDO
20911,TACO
20912,PETE
20913,TACO
20914,PLUS
20915,TACO
20916,PLUS
20917,TACO
20918,SPOT
20919,TACO
20920,VAQUERO
20921,TACOMIENDO
20922,TACOMOLE
20923,TACONE
20924,FLAVOR
20925,GRILL
20926,TACOS
20927,ACAPUILCO
20928,TACOS
20929,AL
20930,PASTOR
20931,TACOS
20932,AL
20933,VAPOR
20934,EL
20935,CANELO
20936,TACOS
20937,AL
20938,VAPOR
20939,EL
20940,CANELO
20941,TACOS
20942,BAJA
20943,TACOS
20944,CALIMEX.
20945,TACOS
20946,CHAPALITA
20947,TACOS
20948,DELTA
20949,TACOS
20950,EL
20951,BRONCO
20952,TACOS
20953,EL
20954,CONQUISTADOR
20955,TACOS
20956,EL
20957,GAVILAN
20958,TACOS
20959,EL
20960,GAVILAN
20961,TACOS
20962,EL
20963,GAVILAN
20964,TACOS
20965,EL
20966,GORDO
20967,RESTAURANT
20968,TACOS
20969,EL
20970,GORDO
20971,RESTAURANT
20972,I
20973,TACOS
20974,EL
20975,HERMANO
20976,TACOS
20977,EL
20978,PAISA
20979,TACOS
20980,EL
20981,RAYO
20982,TACOS
20983,EL
20984,TIO
20985,4
20986,TACOS
20987,EL
20988,UNICO
20989,TACOS
20990,EL
20991,UNICO
20992,TACOS
20993,EL
20994,UNICO
20995,TACOS
20996,EL
20997,UNICO
20998,TACOS
20999,ENSENADA
21000,TACOS
21001,ESTILO
21002,D.F.
21003,TACOS
21004,GUADALAJARA
21005,TACOS
21006,LA
21007,ESTRELLA
21008,TACOS
21009,LA
21010,FONDA
21011,TACOS
21012,LA
21013,GAVIOTA
21014,TACOS
21015,LA
21016,NINA
21017,TACOS
21018,LA
21019,PARRILLA
21020,RESTAURANT
21021,TACOS
21022,LOCOS
21023,TACOS
21024,LOS
21025,3
21026,CARNALES
21027,TACOS
21028,LOS
21029,3
21030,POBLANOS
21031,TACOS
21032,LOS
21033,CARNALES
21034,TACOS
21035,LOS
21036,MACHELETTES
21037,TACOS
21038,LOS
21039,MISMOS
21040,HERMANOS
21041,TACOS
21042,MEXICO
21043,TACOS
21044,N
21045,TORTAS
21046,TACOS
21047,N
21048,TORTAS
21049,ALEBRIJES
21050,TACOS
21051,POR
21052,FAVOR
21053,TACOS
21054,POR
21055,FAVOR
21056,TACOS
21057,POR
21058,FAVOR
21059,TACOS
21060,TU
21061,MADRE
21062,TACOS
21063,TU
21064,MADRE
21065,TACOS
21066,TUMBRAS
21067,TACOS
21068,TUMBRAS
21069,TACOS
21070,TUMBRAS
21071,FOOD
21072,PREP
21073,RM
21074,TACOS
21075,VILLA
21076,CORONA
21077,TACOS
21078,VIRGINIA
21079,TACOS
21080,Y
21081,MARISCOS
21082,YIYOS
21083,TACOS
21084,YURIS
21085,TACOS-MARISOC
21086,EL
21087,ATACOR
21088,TAEMEN.
21089,TAHI
21090,BBQ
21091,RESTAURANT
21092,TAIKO
21093,RESTAURANT
21094,TAINGSIAM
21095,BOY
21096,TAIPAN
21097,TAIX
21098,FRENCH
21099,RESTAURANT
21100,TAJ
21101,MAHAL
21102,OF
21103,INDIA
21104,TAJ
21105,TANDOORI
21106,LA
21107,TAKAMARU
21108,RESTAURANT
21109,TAKAMARU
21110,RESTAURANT
21111,TAKAMI
21112,SUSHI
21113,&
21114,ROBATA
21115,REST
21116,TAKAO
21117,JAPANESE
21118,RESTAURANT
21119,TAKE
21120,5
21121,TAKE
21122,A
21123,BAO
21124,TAKE
21125,A
21126,BAO
21127,PREP
21128,KITCHEN
21129,TAKE
21130,SUSHI
21131,TAKS
21132,COFFEE
21133,SHOP
21134,TALAY
21135,THAI
21136,RESTAURANT
21137,TALS
21138,CAFE
21139,TAM
21140,O
21141,SHANTER
21142,INN
21143,TAMALES
21144,ALBERTO
21145,TAMALES
21146,LILIANAS
21147,TAMALES
21148,LILIANAS
21149,TAMALES
21150,LOS
21151,ANGELES
21152,TAMALES
21153,LOS
21154,ANGELES
21155,TAMALES
21156,LUPITA
21157,TAMALES
21158,Y
21159,ANTONJITOS
21160,LA
21161,TIA
21162,TAMALES
21163,Y
21164,TAQUERIA
21165,EL
21166,CERRITO
21167,TAMARAS
21168,TAMALE
21169,TAMARIND
21170,OF
21171,L.A.
21172,TAMAYO
21173,RESTAURANT
21174,TAMJOYCE
21175,TAMON
21176,TAMS
21177,TAMS
21178,TAMS
21179,BROTHERS
21180,BURGER
21181,TAMS
21182,BURGER
21183,TAMS
21184,BURGER
21185,TAMS
21186,BURGER
21187,TAMS
21188,BURGERS
21189,TAMS
21190,BURGERS
21191,TAMS
21192,BURGERS
21193,TAMS
21194,BURGERS
21195,TAMS
21196,GARDEN
21197,TAMS
21198,JR
21199,BURGER
21200,TAMS
21201,NUMBER
21202,6
21203,TANA
21204,ETHIOPIAN
21205,REST
21206,&
21207,MARKET
21208,TANGERINE
21209,CHINESE
21210,RESTAURANT
21211,TANGIER
21212,TANGO
21213,ROOM
21214,AND
21215,BAR
21216,TANGS
21217,DONUTS
21218,TANINO
21219,TAPAS
21220,AND
21221,WINE
21222,BAR
21223,C
21224,TAPENADE
21225,TAPENADE
21226,TAQUERIA
21227,EL
21228,SARAPE
21229,TAQUERIA
21230,&
21231,BAKERY
21232,OAXACA
21233,TAQUERIA
21234,AMECA
21235,TAQUERIA
21236,CAPULHUAC
21237,TAQUERIA
21238,D
21239,F
21240,TAQUERIA
21241,DON
21242,LUPE
21243,TAQUERIA
21244,EL
21245,CHARRITO
21246,TAQUERIA
21247,EL
21248,DIABLO
21249,TAQUERIA
21250,EL
21251,JALAPENO
21252,TAQUERIA
21253,EL
21254,SOL
21255,&
21256,BAKERY
21257,TAQUERIA
21258,JALISCO
21259,TAQUERIA
21260,LA
21261,CARRETA
21262,TAQUERIA
21263,LA
21264,CHISPITA
21265,TAQUERIA
21266,LA
21267,FOGATA
21268,TAQUERIA
21269,LA
21270,QUESILLENA
21271,TAQUERIA
21272,LLAMAS
21273,TAQUERIA
21274,LOS
21275,3
21276,CARNALES
21277,TAQUERIA
21278,LOS
21279,AMIGOS
21280,TAQUERIA
21281,LOS
21282,ANAYA
21283,TAQUERIA
21284,LOS
21285,FELIX
21286,TAQUERIA
21287,LOS
21288,MISMOS
21289,TAQUERIA
21290,MEXCU
21291,TAQUERIA
21292,MI
21293,COATZINGED
21294,EN
21295,RE
21296,TAQUERIA
21297,OF
21298,HOLLYWOOD
21299,TAQUERIA
21300,RESTAURANT
21301,LA
21302,NARAN
21303,TAQUERIA
21304,SANCHEZ
21305,TAQUERIA
21306,TIJUANA
21307,TAQUERIA
21308,TIJUANA
21309,TAQUERIA
21310,VISTA
21311,HERMOSA
21312,TAQUERIA
21313,Y
21314,PUPUSERIA
21315,CORP
21316,TARAS
21317,HILALAYAN
21318,CUISINE
21319,TARAS
21320,HIMALAYAN
21321,CUISINE
21322,TARAS
21323,KITCHEN
21324,TARASCOS
21325,MEXICAN
21326,RESTAURANT
21327,TARBOOSH
21328,MNIDDLE
21329,EAST
21330,KITCHEN
21331,TARON
21332,BAKERY
21333,TART
21334,TARTINE
21335,BAKERY
21336,TARTING
21337,O
21338,CHOCOLAT
21339,TASTE
21340,BISTRO
21341,CAFE
21342,TASTE
21343,OF
21344,CHINA
21345,TASTE
21346,OF
21347,CHINA
21348,TASTE
21349,OF
21350,CHINA
21351,TASTE
21352,OF
21353,CHINA
21354,TASTE
21355,OF
21356,INDIA
21357,TASTE
21358,OF
21359,TEHRAN
21360,TASTE
21361,OF
21362,THE
21363,ISLANDS
21364,TASTE
21365,OF
21366,UNIVERSAL
21367,TASTIES
21368,TASTIO
21369,DONUTS
21370,TASTIO
21371,DONUTS
21372,TASTY
21373,CHINA
21374,BOWL
21375,TASTY
21376,CHINA
21377,BOWL
21378,TASTY
21379,GRILL
21380,TASTY
21381,HOUSE
21382,SEAFOOD
21383,&
21384,BBQ
21385,TASTY
21386,HOUSE
21387,SEAFOOD
21388,&
21389,BBQ
21390,TASTY
21391,HOUSE
21392,SEAFOOD
21393,&
21394,BBQ
21395,TASTY
21396,WOK
21397,CUISINE
21398,TASTY
21399,WOK
21400,CUISINE
21401,TATSU
21402,RAMEN
21403,TATSU
21404,RAMEN
21405,TAVERN
21406,TAVOUS
21407,KITCHEN
21408,TAWADA
21409,CAFE
21410,TAWADA
21411,CAFE
21412,TAWANNA
21413,TAHI
21414,RESTAURANT
21415,TAWANNA
21416,THAI
21417,TAXY
21418,INN
21419,BAR
21420,TAYLORS
21421,PRIME
21422,STEAKS
21423,TAZA
21424,TBC
21425,THAI
21426,BEAM
21427,CUISINE
21428,TBILISI
21429,&
21430,YEREVAN
21431,BAKERY
21432,TBLA.
21433,TBLA.
21434,TEA
21435,STORE
21436,TEAVANA
21437,TEAVANA
21438,TEDDYS
21439,BAR
21440,TEDDYS
21441,CAFE
21442,TEDS
21443,BURGERS
21444,TEE
21445,UP
21446,RESTAURANT
21447,&
21448,BAR
21449,TEH
21450,RESTAURANT-BON
21451,APPETIT
21452,TEISHOKUYA
21453,OF
21454,TOKYIO
21455,TEJUINOS
21456,RIVERA
21457,TEJUINOS
21458,RIVERA
21459,I
21460,TEKILA
21461,TEMPLE
21462,BETH
21463,AM
21464,TEMPLE
21465,HOSPITAL
21466,TEMPTATION
21467,TEN
21468,-
21469,TEN
21470,TEN
21471,TEN
21472,YU
21473,RAMEN
21474,TEN
21475,YO
21476,ENTERPRISE
21477,TENANTS
21478,OF
21479,THE
21480,TREES
21481,TENDER
21482,GREENS
21483,TENDER
21484,GREENS
21485,TENDER
21486,GREENS
21487,TENDER
21488,GREENS
21489,TENNO
21490,SUSHI
21491,TENNO
21492,SUSHI
21493,TENRAKU
21494,TENRAKU
21495,TENRAKU
21496,TEPECHI
21497,RESTAURANT
21498,TERES
21499,MEXICAN
21500,GRILL
21501,TERESITAS
21502,TERIKISS
21503,TERIROLL
21504,TERIROLL
21505,TERIYAKI
21506,HOUSE
21507,TERIYAKI
21508,HOUSE
21509,TERRINE
21510,TERRINE
21511,TERRONI
21512,TERRONI
21513,RESTAURANT
21514,TESTED.LA
21515,TEUM
21516,RESTAURANT.
21517,TEXAS
21518,DONUT
21519,TEXAS
21520,DONUTS
21521,TEXIS
21522,TEXIS
21523,RESTAURANT
21524,TEXIS
21525,RESTAURANT
21526,AND
21527,ENTERTAINMENT
21528,TEXTILE
21529,CAFE
21530,TGI
21531,FRIDAYS
21532,THAI
21533,ANGEL
21534,THAI
21535,BAMBOO
21536,CUISINE
21537,THAI
21538,BBQ
21539,THAI
21540,BEAM
21541,CUISINE
21542,THAI
21543,BOOM
21544,THAI
21545,COCONUT
21546,RESTAUARNT
21547,THAI
21548,CORNER
21549,FOOD
21550,EXPRESS
21551,THAI
21552,DAILY
21553,B
21554,B
21555,Q
21556,THAI
21557,DELI
21558,THAI
21559,DELIGHT
21560,RESTAURANT
21561,THAI
21562,DISHES
21563,THAI
21564,EAGLE
21565,ROCK
21566,RESTAURANT
21567,THAI
21568,EAGLE
21569,ROX
21570,THAI
21571,EAST
21572,WIND
21573,RESTAURANT
21574,THAI
21575,EAST
21576,WIND
21577,RESTAURANT
21578,THAI
21579,EAST
21580,WIND
21581,RESTAURANT
21582,THAI
21583,ESAN
21584,-
21585,BBQ
21586,THAI
21587,ESAN
21588,-
21589,BBQ
21590,THAI
21591,FANTASY
21592,THAI
21593,FOOD
21594,EXPRESS
21595,THAI
21596,FRESH
21597,CAFE
21598,THAI
21599,KITCHEN
21600,THAI
21601,MOON
21602,THAI
21603,MOON
21604,RESTAURANT
21605,THAI
21606,OCEAN
21607,RESTAURANT
21608,THAI
21609,ORIGINAL
21610,BBQ
21611,THAI
21612,ORIGINAL
21613,BBQ
21614,&
21615,REST.
21616,THAI
21617,PATIO
21618,RESTAURANT
21619,THAI
21620,PEPPER
21621,RESTAUTANT
21622,THAI
21623,RESTAURANT
21624,THAI
21625,SILK
21626,EXPRESS
21627,THAI
21628,SPIRIT
21629,RESTAURANT
21630,THAI
21631,TALAY
21632,THAI
21633,TASTE
21634,THAI
21635,TASTE
21636,RESTAURANT
21637,THAI
21638,THAI
21639,RESTAURANT
